thr_pr_enter,thr_vol_enter,thr_pr_exit,value
0.8999999999999999,0.9999999999999999,0.7999999999999999,1.3277632949356475
0.9999999999999999,0.9999999999999999,0.7999999999999999,1.312270662696405
0.8999999999999999,0.9999999999999999,0.7,1.2773604511669299
0.9999999999999999,0.9999999999999999,0.7,1.275095212714787
0.9999999999999999,0.9999999999999999,0.5,1.2635525374106518
0.9999999999999999,0.9999999999999999,0.9999999999999999,1.2630928672734276
0.9999999999999999,0.9999999999999999,0.6,1.2552687121233435
0.8999999999999999,0.9999999999999999,0.5,1.254067616951021
0.8999999999999999,0.9999999999999999,0.6,1.2472755116898844
0.8999999999999999,0.5,0.7,1.220609949577476
0.8999999999999999,0.9999999999999999,0.8999999999999999,1.2145007613095362
1.0999999999999999,0.9999999999999999,1.0999999999999999,1.2135683926730487
1.1999999999999997,0.9999999999999999,0.5,1.2122808579737332
1.1999999999999997,0.9999999999999999,1.0999999999999999,1.2097302447020681
0.7999999999999999,0.5,0.7,1.2064924240418466
0.9999999999999999,0.9999999999999999,0.8999999999999999,1.2034761597317445
0.9999999999999999,1.0999999999999999,0.5,1.2024102727153156
1.0999999999999999,0.9999999999999999,0.5,1.1971356931166817
0.7999999999999999,0.7999999999999999,0.7999999999999999,1.1963470002549967
1.0999999999999999,0.9999999999999999,0.9999999999999999,1.1915049599495213
0.9999999999999999,0.5,0.7,1.1895940387359998
0.7999999999999999,1.0999999999999999,0.5,1.1890116073817587
0.8999999999999999,1.0999999999999999,0.5,1.1890116073817587
0.8999999999999999,1.0999999999999999,0.7999999999999999,1.1881860333510654
0.7999999999999999,1.0999999999999999,0.7999999999999999,1.1881860333510654
0.7999999999999999,0.5,0.7999999999999999,1.188152785615935
0.7999999999999999,0.9999999999999999,0.7999999999999999,1.1843653356180295
0.9999999999999999,0.7,0.7999999999999999,1.1784542221682581
1.0999999999999999,0.9999999999999999,0.7999999999999999,1.1739765005699552
0.8999999999999999,0.5,0.5,1.1724419648480706
0.9999999999999999,0.5,0.5,1.1714901907470392
1.1999999999999997,0.9999999999999999,0.9999999999999999,1.1708124412577599
1.1999999999999997,0.9999999999999999,0.7,1.1694266239142603
0.9999999999999999,1.0999999999999999,0.7999999999999999,1.1656534503029028
0.8999999999999999,0.5,0.6,1.1644832719827032
1.1999999999999997,0.9999999999999999,0.7999999999999999,1.160851077085679
0.8999999999999999,0.5,0.7999999999999999,1.156947820552135
1.0999999999999999,1.0999999999999999,0.5,1.1549403738762185
0.9999999999999999,0.7,0.7,1.1538417199486675
0.9999999999999999,1.0999999999999999,0.6,1.153094010026206
1.0999999999999999,0.9999999999999999,0.7,1.1530155701256495
0.8999999999999999,0.6,0.7,1.1525973665282618
0.7999999999999999,0.5,0.6,1.1524724893216909
0.9999999999999999,0.6,0.7,1.150764049497222
1.0999999999999999,0.9999999999999999,0.8999999999999999,1.1491129195253533
1.0999999999999999,1.0999999999999999,1.0999999999999999,1.1480622531293747
1.1999999999999997,0.9999999999999999,0.6,1.1468796461871018
0.9999999999999999,0.5,0.6,1.1466774419147094
0.7999999999999999,1.0999999999999999,0.6,1.1448043750965264
0.8999999999999999,1.0999999999999999,0.6,1.1448043750965264
0.7999999999999999,0.7,0.7999999999999999,1.1424124595111318
1.1999999999999997,1.0999999999999999,1.0999999999999999,1.1414842048860898
0.7999999999999999,0.9999999999999999,0.7,1.1402531124447988
0.9999999999999999,0.7999999999999999,0.7999999999999999,1.1399328506383297
0.7999999999999999,1.0999999999999999,0.7,1.1368999253782663
0.8999999999999999,1.0999999999999999,0.7,1.1368999253782663
0.6,1.2999999999999998,0.5,1.1349107615813854
0.7,1.2999999999999998,0.5,1.1349107615813854
0.9999999999999999,1.0999999999999999,0.7,1.133511133964458
0.9999999999999999,0.6,0.5,1.1330148855091007
0.7999999999999999,0.9999999999999999,0.5,1.1327618555784977
1.0999999999999999,0.9999999999999999,0.6,1.1314388666892288
0.7999999999999999,0.5,0.5,1.1310692406871483
0.7999999999999999,0.8999999999999999,0.7999999999999999,1.1306981140499484
0.8999999999999999,0.6,0.5,1.1271091898849601
1.1999999999999997,0.9999999999999999,0.8999999999999999,1.1266658369907772
1.1999999999999997,1.0999999999999999,0.5,1.1264199356135627
0.9999999999999999,0.7,0.5,1.1235134160704419
0.5,1.2999999999999998,0.5,1.1223315831072873
1.0999999999999999,1.0999999999999999,0.9999999999999999,1.1215376629496323
0.9999999999999999,1.0999999999999999,0.9999999999999999,1.1195160330217016
0.8999999999999999,0.6,0.7999999999999999,1.1185163320943357
0.8999999999999999,0.7,0.7999999999999999,1.1180137880034984
0.9999999999999999,0.7999999999999999,0.7,1.1165188822693284
1.1999999999999997,0.5,0.5,1.1154938068554257
0.7,1.0999999999999999,0.5,1.1152490008707285
0.7999999999999999,0.9999999999999999,0.6,1.1148221144282167
0.8999999999999999,0.6,0.6,1.11294850292932
0.9999999999999999,0.6,0.6,1.1107039618500163
0.7,0.5,0.7,1.1097893936539018
0.7999999999999999,0.7999999999999999,0.7,1.109015138716226
0.9999999999999999,0.7,0.6,1.1051413340023721
0.9999999999999999,0.6,0.7999999999999999,1.1036257147118813
0.9999999999999999,0.5,0.7999999999999999,1.103216977760563
1.0999999999999999,0.5,0.5,1.1014153396943887
0.8999999999999999,0.8999999999999999,0.7999999999999999,1.1011384743429873
1.1999999999999997,1.0999999999999999,0.9999999999999999,1.094332596911928
0.7,0.9999999999999999,0.7,1.0942989161829604
0.8999999999999999,0.7,0.7,1.0938834884066708
1.5999999999999996,0.9999999999999999,0.5,1.093163643548019
1.4,1.0999999999999999,1.0999999999999999,1.0921575446498348
1.4999999999999998,1.0999999999999999,1.0999999999999999,1.0921575446498348
1.5999999999999996,1.0999999999999999,1.0999999999999999,1.0921575446498348
0.7999999999999999,0.7999999999999999,0.6,1.089572839460368
0.9999999999999999,0.7999999999999999,0.5,1.0893133659059457
1.0999999999999999,0.5,0.7,1.0856381262731323
0.8999999999999999,0.5,0.8999999999999999,1.0848304395141977
1.2999999999999998,0.9999999999999999,0.5,1.0841646948326868
1.1999999999999997,0.7,0.5,1.0803133916535868
1.1999999999999997,0.6,0.5,1.0803133916535868
0.7999999999999999,0.7,0.7,1.0781381844552165
1.0999999999999999,1.0999999999999999,0.8999999999999999,1.0778357244509436
1.1999999999999997,1.1999999999999997,1.0999999999999999,1.077432687535258
0.7,1.0999999999999999,0.7,1.0761064252697479
1.0999999999999999,1.0999999999999999,0.7999999999999999,1.0757597918569268
0.7999999999999999,0.6,0.7999999999999999,1.0751250449944059
1.4,0.9999999999999999,0.5,1.0742800445296243
