thr_pr_enter,thr_vol_enter,thr_pr_exit,value
0.7999999999999999,0.5,0.7,3894595.01
0.7999999999999999,0.5,0.5,3775757.6300000004
0.7999999999999999,0.5,0.6,3692145.0600000005
0.7999999999999999,0.5,0.7999999999999999,3677658.439999999
0.8999999999999999,0.5,0.5,3656156.8900000015
0.7,0.5,0.7,3619249.9499999997
0.8999999999999999,0.5,0.7,3567002.479999999
0.6,0.7,0.6,3464546.9699999997
0.9999999999999999,0.5,0.5,3412031.950000001
0.8999999999999999,0.5,0.6,3401908.869999999
0.6,0.7,0.5,3348086.77
0.8999999999999999,0.6,0.5,3338840.6499999994
0.7,0.7,0.7,3249430.3099999996
0.5,0.7,0.5,3233722.649999999
0.7999999999999999,0.7,0.7999999999999999,3220814.3199999994
0.8999999999999999,0.5,0.7999999999999999,3216864.0300000007
0.9999999999999999,0.5,0.7,3200787.449999999
0.5,0.7999999999999999,0.5,3200385.460000001
0.7,0.7,0.6,3190091.95
0.9999999999999999,0.6,0.5,3188072.8600000013
0.7999999999999999,0.7999999999999999,0.7999999999999999,3173036.2299999995
0.6,0.7999999999999999,0.5,3166656.39
0.8999999999999999,0.6,0.7,3152066.7800000003
0.7,0.6,0.7,3149893.2699999986
0.8999999999999999,0.6,0.6,3111101.26
0.9999999999999999,0.5,0.6,3105695.8199999994
0.7,0.5,0.6,3102836.9199999995
0.8999999999999999,0.7,0.5,3090963.2199999993
0.7,0.7999999999999999,0.6,3089753.99
0.7,0.7999999999999999,0.5,3089302.0599999996
0.7999999999999999,0.6,0.5,3086809.27
0.7999999999999999,0.7,0.5,3083287.4599999995
0.7999999999999999,0.7,0.7,3075406.5300000003
0.8999999999999999,0.9999999999999999,0.5,3064209.3699999996
0.9999999999999999,0.7,0.5,3063434.3200000008
0.9999999999999999,0.9999999999999999,0.5,3062693.68
0.7999999999999999,0.7999999999999999,0.6,3060833.8099999996
0.7,0.7999999999999999,0.7,3051902.7899999996
0.6,0.7999999999999999,0.6,3049655.0700000003
0.7999999999999999,0.7999999999999999,0.5,3045901.5500000003
0.7999999999999999,0.7999999999999999,0.7,3041247.319999999
0.7999999999999999,0.6,0.7,3028662.23
0.7999999999999999,0.6,0.7999999999999999,3021381.8199999994
0.7999999999999999,0.7,0.6,3013471.21
0.7999999999999999,0.6,0.6,3007223.1899999995
0.8999999999999999,0.6,0.7999999999999999,3004500.0299999993
0.7,0.7,0.5,3004392.7499999995
1.0999999999999999,0.5,0.5,2998796.2800000007
0.9999999999999999,0.6,0.7,2993467.4999999995
0.9999999999999999,0.7,0.7,2986037.1199999996
0.9999999999999999,0.7,0.7999999999999999,2982504.7199999993
0.8999999999999999,0.7,0.7999999999999999,2942404.749999998
0.9999999999999999,0.6,0.6,2926422.98
0.8999999999999999,0.7,0.7,2921446.6799999992
0.7,0.5,0.5,2902516.2299999986
0.8999999999999999,0.5,0.8999999999999999,2896668.7399999998
0.8999999999999999,0.7,0.6,2880207.4699999993
0.9999999999999999,0.7999999999999999,0.5,2878098.5900000003
0.9999999999999999,0.7,0.6,2864323.35
1.0999999999999999,0.6,0.5,2863591.9900000007
0.8999999999999999,0.9999999999999999,0.7999999999999999,2854017.64
0.8999999999999999,0.9999999999999999,0.7,2853874.3000000003
0.8999999999999999,0.9999999999999999,0.6,2835324.8999999994
0.9999999999999999,0.5,0.7999999999999999,2829874.799999999
0.9999999999999999,0.9999999999999999,0.6,2828493.71
0.7999999999999999,0.9999999999999999,0.5,2825767.1799999997
0.9999999999999999,0.9999999999999999,0.7,2819650.16
0.7,0.6,0.6,2817924.8200000008
0.9999999999999999,0.6,0.7999999999999999,2795753.5899999994
0.9999999999999999,0.7999999999999999,0.7,2792368.2600000002
1.1999999999999997,0.5,0.5,2782099.1099999994
0.9999999999999999,0.9999999999999999,0.7999999999999999,2768611.66
0.9999999999999999,0.7999999999999999,0.7999999999999999,2740117.04
1.0999999999999999,0.7,0.5,2714228.780000001
1.0999999999999999,0.5,0.7,2712349.8499999996
0.9999999999999999,0.7999999999999999,0.6,2705498.0400000005
0.8999999999999999,0.7999999999999999,0.5,2684463.900000002
0.7,0.9999999999999999,0.5,2672792.5400000005
0.7999999999999999,0.8999999999999999,0.7999999999999999,2670012.8599999985
0.7,0.6,0.5,2666064.7800000003
0.6,0.5,0.5,2665367.3900000015
1.1999999999999997,0.7,0.5,2661946.3299999996
1.1999999999999997,0.6,0.5,2661946.3299999996
0.6,0.6,0.6,2648343.749999999
1.0999999999999999,0.7999999999999999,0.5,2647696.3400000012
1.0999999999999999,0.5,0.6,2645311.000000001
0.7999999999999999,0.9999999999999999,0.7,2644673.14
0.6,0.5,0.6,2644316.9899999993
0.7999999999999999,0.9999999999999999,0.7999999999999999,2640433.6599999997
1.0999999999999999,0.9999999999999999,0.5,2635741.5300000003
0.8999999999999999,0.6,0.8999999999999999,2630390.0999999996
0.7999999999999999,0.9999999999999999,0.6,2622023.0200000005
1.1999999999999997,0.9999999999999999,0.5,2615570.7800000003
0.6,0.6,0.5,2596236.0400000005
0.8999999999999999,0.7999999999999999,0.6,2592987.66
0.7,0.8999999999999999,0.7,2591133.699999999
0.9999999999999999,0.8999999999999999,0.5,2586507.6700000004
1.0999999999999999,0.6,0.7,2575229.4299999997
0.7999999999999999,0.8999999999999999,0.7,2571041.959999999
0.8999999999999999,0.8999999999999999,0.7,2567823.8099999987
0.6,0.9999999999999999,0.5,2563418.13
0.8999999999999999,0.8999999999999999,0.5,2562389.4000000004
